query-id match-id score boundaries resolved cond-evalue indp-evalue
P43560 VASt 106.9 412-562 412-562 1.4e-34 1.3e-30
P38878 zinc_ribbon_10 32.2 195-251 195-251 3.7e-12 7.1e-08
P53728 Pro_isomerase 53.9 60-214 60-214 1.3e-18 2.6e-14
Q99321 NUDIX 68.8 30-178 30-178 2.5e-23 4.8e-19
Q08225 Peptidase_M49 770 154-710 154-710 6.1e-236 1.2e-231
Q99247 DUF3337 104.6 876-954,1017-1099 876-954,1017-1099 2.9e-34 5.7e-30
Q06340 Rad60-SLD 76.5 384-455 384-455 5.9e-26 1.1e-21
P42222 Enolase_N 189.1 3-134 3-134 3.7e-60 3.5e-56
P42222 Enolase_C 454.9 144-434 144-434 1.3e-140 1.2e-136
P34756 FYVE 55.2 235-300 235-300 9.6e-19 6.2e-15
P34756 Cpn60_TCP1 89.9 817-1037 817-1037 2.3e-29 1.5e-25
P34756 PIP5K 124.5 2032-2208 2032-2208 7.3e-40 4.6e-36
P40456 PIN_4 44 949-1100 949-1100 1.4e-15 2.7e-11
P53192 CHD5 161.2 6-192 6-192 9.4e-52 1.8e-47
P35197 ArfGap 105.2 11-124 11-124 1.2e-34 2.3e-30
Q04178 Pribosyltran 32.1 6-166 6-166 3.7e-12 7.1e-08
P12684 HPIH 135.1 10-160 10-160 3.1e-43 2e-39
P12684 Sterol-sensing 38.3 212-371 212-371 1.9e-13 1.2e-09
P12684 HMG-CoA_red 474.1 641-1021 641-1021 4.7e-146 3e-142
P34244 Pkinase 217.7 132-369 132-369 1.9e-68 1.9e-64
Q12214 Hist_deacetyl 253.2 19-69,141-390 19-69,141-390 2e-79 3.9e-75
P39935 eIF_4G1 82.8 400-469 400-469 1.6e-27 1.6e-23
P39935 MIF4G 172.4 607-850 607-850 1.1e-54 1e-50
P47125 IDO 449.7 22-444 22-444 5.4e-139 1e-134
P07170 ADK 204.6 11-133,170-198 11-133,170-198 1.7e-64 8.2e-61
P07170 ADK_lid 60.9 134-169 134-169 1.8e-20 8.7e-17
P40015 Exo_endo_phos 53.6 42-334 42-334 1.2e-18 2.3e-14
Q04066 Abhydrolase_3 36.2 32-218 32-218 6e-13 5.7e-09
P36016 HSP70 172.6 64-681 64-681 5.5e-55 1.1e-50
Q08001 GRAM 98.2 164-270 164-270 2.9e-32 2.8e-28
Q08001 VASt 103.7 406-556 406-556 1.3e-33 1.3e-29
P36146 Las1 160.7 7-162 7-162 1.4e-51 2.7e-47
P47912 AMP-binding 275.6 77-386,418-556 77-386,418-556 3.1e-86 6e-82
P15801 DNApol_Exo 319.7 95-362 95-362 1.5e-99 1.5e-95
P15801 DNA_pol_A 204.2 553-944 553-944 3.6e-64 3.4e-60
P39110 Arf 200.5 3-187 3-187 5.9e-63 1.4e-59
P00410 COX2_TM 114.7 17-103 17-103 1.7e-37 1.7e-33
P00410 COX2 196.9 115-239 115-239 8.5e-63 8.2e-59
P09624 Pyr_redox_2 220.4 27-361 27-361 1.8e-68 3.1e-65
P09624 Pyr_redox_dim 148.3 380-489 380-489 5.5e-47 9.6e-44
Q12086 XPG_N 92 1-99 1-99 3.1e-30 2.9e-26
Q12086 XPG_I 71 141-227 141-227 9.7e-24 9.3e-20
Q07505 DLH 80.7 18-253 18-253 6.3e-27 1.2e-22
P54861 Dynamin_N 185.9 31-70,107-246 31-70,107-246 1.3e-58 6.1e-55
P54861 Dynamin_M 364.8 254-542 254-542 6.2e-113 3e-109
P54861 GED 97.3 665-756 665-756 9.7e-32 4.7e-28
P53063 RAI1 90.8 222-289 222-289 2.6e-30 5e-26
P43535 ABC_tran 76.6 215-307,342-396 215-307,342-396 1.6e-24 2.8e-21
P43535 ABC_tran_Xtn 69.6 436-521 436-521 1.1e-22 1.8e-19
P43535 ABC_tran 80.5 548-679 548-679 9.7e-26 1.7e-22
P00815 PRA-CH 93 165-239 165-239 1.3e-30 8.1e-27
P00815 PRA-PH 54.1 245-328 245-328 2.6e-18 1.7e-14
P00815 Histidinol_dh 534.3 374-788 374-788 3.3e-164 2.1e-160
P32479 WD40 20.6 5-45 5-45 1.7e-07 0.00064
P32479 WD40 35 69-106 69-106 4.6e-12 1.8e-08
P32479 WD40 20.1 127-165 127-165 2.3e-07 0.00088
P32479 WD40 15 169-207 169-207 9.5e-06 0.036
P32479 HIRA_B 30.1 484-505 484-505 8.3e-11 3.2e-07
P32479 Hira 28.6 735-837 735-837 2.9e-10 1.1e-06
Q12329 HSP20 41.6 247-356 247-356 5.8e-15 1.1e-10
P36078 zf-CHY 51 17-95 17-95 8.5e-18 1.6e-13
P32478 PIR 30.1 71-88 71-88 1.4e-11 2.7e-07
P32478 PIR 34.9 97-114 97-114 4.4e-13 8.5e-09
P32478 PIR 34.9 116-133 116-133 4.4e-13 8.5e-09
P32478 PIR 32.5 140-157 140-157 2.5e-12 4.7e-08
P32478 PIR 33 164-181 164-181 1.7e-12 3.3e-08
P32478 PIR 34.8 188-205 188-205 4.6e-13 8.8e-09
P32478 PIR 34.8 207-224 207-224 4.6e-13 8.8e-09
P32478 PIR 34.8 226-243 226-243 4.6e-13 8.8e-09
P32478 PIR 34.8 245-262 245-262 4.6e-13 8.8e-09
P32478 PIR 33.5 264-281 264-281 1.2e-12 2.3e-08
P32478 PIR 21.6 282-299 282-299 6.5e-09 0.00012
P54839 HMG_CoA_synt_N 340.6 45-216 45-216 1.9e-106 1.8e-102
P54839 HMG_CoA_synt_C 408.1 217-490 217-490 2.5e-126 2.4e-122
Q04638 IBR 25.6 272-338 272-338 5.5e-10 1e-05
Q04638 IBR 33.1 381-436 381-436 2.5e-12 4.9e-08
P00549 PK 565.6 18-365 18-365 5.3e-174 3.4e-170
P00549 PK_C 113.2 380-498 380-498 1.3e-36 8.4e-33
Q00776 Clat_adaptor_s 35.3 1-142 1-142 1.1e-12 1e-08
Q00776 Adap_comp_sub 313.7 164-227,265-474 164-227,265-474 1e-97 9.6e-94
P22108 Ap4A_phos_N 85.2 1-179 1-179 5.9e-28 3.8e-24
P22108 ATP_transf 87.9 197-313 197-313 6.9e-29 4.4e-25
P37302 PA 36.9 175-268 175-268 3.3e-13 3.1e-09
P37302 Peptidase_M28 141.7 295-497 295-497 2.5e-45 2.4e-41
P18544 Aminotran_3 468.6 26-418 26-418 7.7e-145 1.5e-140
P38356 DUF2370 287.9 87-319 87-319 3e-90 5.8e-86
Q12140 Flo11 211.9 1-141 1-141 2.5e-67 4.7e-63
P04821 SH3_1 27.3 64-120 64-120 3.4e-10 2.2e-06
P04821 RasGEF_N 76.1 1120-1226 1120-1226 3.7e-25 2.4e-21
P04821 RasGEF 188.4 1308-1490 1308-1490 2.1e-59 1.4e-55
P38843 Chs7 385.6 2-303 2-303 7.7e-120 1.5e-115
P46962 Cyclin_N 34.1 12-146 12-146 1.1e-12 2.1e-08
P33750 WD40 13.1 58-96 58-96 2.3e-05 0.15
P33750 WD40 19 100-149 100-149 3.1e-07 0.002
P33750 WD40 26.3 295-333 295-333 1.6e-09 1e-05
P33750 WD40 22.8 334-376 334-376 1.9e-08 0.00012
P33750 Sof1 100.4 377-461 377-461 8.3e-33 5.3e-29
P21182 SAM_decarbox 428.9 25-393 25-393 7.4e-133 1.4e-128
P53095 Ala_racemase_N 40.1 31-271 31-271 3.4e-14 3.3e-10
P53095 D-ser_dehydrat 69.8 307-412 307-412 2.6e-23 2.5e-19
P53871 GATase_4 50.7 15-193 15-193 1.3e-17 1.2e-13
P53168 DASH_Duo1 70 63-137 63-137 6.1e-24 1.2e-19
P32771 ADH_N 84.8 36-165 36-165 4e-28 3.8e-24
P32771 ADH_zinc_N 81.8 207-349 207-349 4.7e-27 4.5e-23
P40557 Thioredoxin 86.1 33-139 33-139 1.5e-28 1.5e-24
Q02883 Lactamase_B_2 111.4 223-426 223-426 4.3e-36 4.2e-32
P43561 Cu-oxidase_3 124.8 26-150 26-150 2.9e-40 1.8e-36
P43561 Cu-oxidase 121.2 156-305 156-305 7.2e-39 4.6e-35
P43561 Cu-oxidase_2 137.2 367-516 367-516 4.7e-44 3e-40
P15646 Fibrillarin 357.8 88-322 88-322 1.7e-111 1.7e-107
P33893 GatB_N 308 29-317 29-317 6.2e-96 5.9e-92
P33893 GatB_Yqey 121.1 373-537 373-537 3.9e-39 3.7e-35
P19145 AA_permease 531.1 94-560 94-560 2.4e-163 2.3e-159
Q12263 Pkinase 236.6 19-289 19-289 6.5e-74 3.1e-70
Q12263 Fungal_KA1 120.3 1026-1141 1026-1141 7.6e-39 3.6e-35
P36173 MFS_1 38.4 62-255,327-490 62-255,327-490 7.4e-14 7.1e-10
P40344 Autophagy_act_C 208.2 32-90,123-305 32-90,123-305 6.9e-66 1.3e-61
P53983 zf-C3HC4_3 32.4 620-670 620-670 3.5e-12 6.6e-08
Q12509 Actin 189.8 1-144,187-432 1-144,187-432 3.2e-60 6.2e-56
Q12386 Actin 78.9 263-305,390-751 263-305,390-751 3.1e-26 3e-22
P35727 BLI1 115.2 1-110 1-110 1.3e-37 2.4e-33
P24869 Cyclin_N 134.3 232-357 232-357 2.1e-43 2e-39
P24869 Cyclin_C 108.6 359-474 359-474 2.2e-35 2.1e-31
P35201 Mif2_N 24.8 3-175 3-175 3.1e-09 3e-05
P35201 CENP-C_C 107.5 439-526 439-526 3.3e-35 3.2e-31
Q03690 CLU_N 72.8 49-124 49-124 4.7e-24 2.3e-20
Q03690 CLU 216 360-595 360-595 1.3e-67 6.3e-64
Q03690 eIF3_p135 113.1 687-714,796-931 687-714,796-931 3e-36 1.4e-32
P38845 AMPK1_CBM 54.9 7-96 7-96 4.2e-19 8e-15
P49573 Ctr 75.5 129-281 129-281 3.6e-25 6.9e-21
P46947 Bud13 78 120-250 120-250 5.2e-26 1e-21
Q06819 DIM1 224 5-137 5-137 2.3e-71 4.4e-67
P31116 NAD_binding_3 105 12-143 12-143 4e-34 3.9e-30
P31116 Homoserine_dh 180.4 151-353 151-353 3e-57 2.9e-53
P53246 zf-BED 45.7 87-132 87-132 2.7e-16 5.2e-12
P53235 eIF2A 252.9 228-427 228-427 1.1e-79 2.1e-75
P54781 p450 187.7 73-520 73-520 1.8e-59 3.4e-55
Q12480 ETF 113.4 25-200 25-200 1.2e-36 1.1e-32
Q12480 ETF_alpha 104.4 220-301 220-301 2.6e-34 2.5e-30
P39719 TRP_N 142.5 38-177 38-177 1.2e-45 1.2e-41
P39719 TRP 507.9 182-628 182-628 2.1e-156 2.1e-152
P39712 PA14 106.4 91-249 91-249 2.5e-34 1.2e-30
P39712 Flocculin 29.4 276-315 276-315 1.6e-10 7.5e-07
P39712 Flocculin 28.6 321-360 321-360 2.8e-10 1.4e-06
P39712 Flocculin 33 366-405 366-405 1.2e-11 5.6e-08
P39712 Flocculin 34.2 411-450 411-450 5e-12 2.4e-08
P39712 Flocculin 34.2 456-495 456-495 5e-12 2.4e-08
P39712 Flocculin 34.6 501-540 501-540 3.6e-12 1.7e-08
P39712 Flocculin 34.2 546-585 546-585 4.8e-12 2.3e-08
P39712 Flocculin 33 591-630 591-630 1.1e-11 5.4e-08
P39712 Flocculin 33.2 636-675 636-675 9.8e-12 4.7e-08
P39712 Flocculin 34.6 681-720 681-720 3.6e-12 1.7e-08
P39712 Flocculin 30.2 726-765 726-765 8.9e-11 4.3e-07
P39712 Flocculin 33 771-810 771-810 1.1e-11 5.5e-08
P39712 Flocculin 33.2 816-855 816-855 1e-11 4.9e-08
P39712 Flocculin_t3 43.2 1020-1063 1020-1063 9.5e-15 4.6e-11
P39712 Flocculin_t3 46.1 1092-1135 1092-1135 1.2e-15 5.8e-12
P39712 Flocculin_t3 39.1 1143-1186 1143-1186 1.8e-13 8.8e-10
P25653 Flocculin_t3 23.1 420-464 420-464 4.7e-09 9.1e-05
P25653 Flocculin_t3 23.1 529-573 529-573 4.7e-09 9.1e-05
P25653 Flocculin_t3 25.1 724-771 724-771 1.1e-09 2.1e-05
P25653 Flocculin_t3 25.2 1051-1118 1051-1118 1e-09 2e-05
P25653 Flocculin_t3 27.9 1137-1176 1137-1176 1.4e-10 2.7e-06
P38137 AMP-binding 249.1 13-440 13-440 7e-78 6.7e-74
P38137 AMP-binding_C 66.6 448-523 448-523 3.2e-22 3e-18
Q12471 6PF2K 262.5 84-324 84-324 1.3e-82 2.5e-78
Q08902 MFS_1 160.1 47-239,292-453 47-239,292-453 3.9e-51 7.4e-47
Q04894 ADH_N 99.4 33-149 33-149 1.2e-32 1.1e-28
Q04894 ADH_zinc_N 60.9 190-316 190-316 1.4e-20 1.3e-16
P47140 Scramblase 271.9 59-310 59-310 1.8e-85 3.4e-81
P38080 Pkinase 127 66-318 66-318 8.9e-41 8.5e-37
P53930 YEATS 125.3 38-119 38-119 3.9e-41 7.5e-37
P07248 zf-C2H2 24.3 104-126 104-126 3.3e-09 3.1e-05
P07248 zf-C2H2 21.1 132-155 132-155 3.4e-08 0.00032
Q08702 HIT 115 15-139 15-139 3.5e-37 2.2e-33
Q08702 zf-C2HE 50.2 153-212 153-212 4.5e-17 2.9e-13
P49089 GATase_7 115.3 47-167 47-167 3.5e-37 1.7e-33
P49089 Asn_synthase 184.6 211-252,285-388 211-252,285-384 8.8e-58 4.2e-54
P49089 Asn_synthase 129.8 381-547 385-547 4.2e-41 2e-37
P32449 DAHP_synth_1 372.4 40-355 40-355 5e-116 9.7e-112
P34233 GATA 39.1 499-536 499-536 2.2e-14 4.3e-10
P39724 BolA 43.5 35-111 35-111 1.7e-15 3.3e-11
P22035 Myb_DNA-bind_6 36.1 42-127 42-123 6.4e-13 6.1e-09
P22035 Myb_DNA-bind_6 39.1 119-167 124-167 7.4e-14 7.1e-10
P22035 Myb_DNA-binding 42.6 170-214 170-214 5.7e-15 5.5e-11
P03965 CPSase_L_D2 277.1 149-353 149-353 3e-86 8.3e-83
P03965 CPSase_L_D3 95.5 438-521 438-521 5.3e-31 1.5e-27
P03965 CPSase_L_D2 89 693-895 693-895 1.2e-28 3.2e-25
P03965 MGS 24.7 980-1072 980-1072 7.8e-09 2.1e-05
P32562 Pkinase 254.8 82-337 82-337 1.9e-79 9e-76
P32562 POLO_box 34.7 522-583 522-583 3.1e-12 1.5e-08
P32562 POLO_box 58.2 621-689 621-689 1.5e-19 7e-16
P06243 Pkinase 76.1 33-209 33-209 3e-25 2.9e-21
P06243 Pkinase 50.3 261-344,439-469 261-344,439-469 2.3e-17 2.2e-13
P53865 SID 139.6 442-576 442-576 3.6e-45 6.8e-41
Q12145 zf-C2H2 20.8 254-276 254-276 4.2e-08 0.0004
Q12145 zf-C2H2 20.9 282-306 282-306 3.7e-08 0.00036
P53830 RRM_1 23.4 47-124 47-124 2.2e-09 4.2e-05
P38226 Acyltransferase 130.2 74-282 74-282 4e-42 3.9e-38
P38226 Acyltransf_C 52.7 299-375 299-375 3.6e-18 3.4e-14
Q03772 Cwf_Cwc_15 35.4 1-126 1-126 5.3e-13 1e-08
P32460 Asp_Glu_race 111.3 5-233 5-233 3.2e-36 6e-32
Q06218 DEAD 142.9 41-222 41-222 1.4e-45 8.8e-42
Q06218 Helicase_C 102.9 258-332,383-418 258-332,383-418 2e-33 1.3e-29
P40526 Steroid_dh 38.1 122-253 122-253 7.5e-14 1.4e-09
Q12743 DER1 251.5 30-248 30-248 3e-79 5.7e-75
P40568 MIS13 356.7 223-397,429-572 223-397,429-572 5.5e-111 1e-106
P32528 Amidase 364.1 34-449 34-449 5.6e-112 1.2e-108
P32528 Biotin_carb_N 138.6 632-741 632-741 5.5e-44 1.2e-40
P32528 CPSase_L_D2 213.2 747-952 747-952 1.4e-66 3e-63
P32528 Biotin_carb_C 111.6 967-1072 967-1072 9e-36 1.9e-32
P32528 CT_A_B 293.2 1103-1381 1103-1381 9.9e-91 2.1e-87
P32528 CT_C_D 154.7 1436-1659 1436-1659 1.3e-48 2.7e-45
P32528 Biotin_lipoyl 64 1758-1831 1758-1831 4.2e-21 9e-18
Q07651 SUR7 153.5 7-205 7-205 3.3e-49 6.2e-45
P23542 Aminotran_1_2 271.6 30-405 30-405 6.1e-85 1.2e-80
P07249 SRF-TF 72.3 87-134 87-134 9.7e-25 1.9e-20
P32873 PX 39.9 539-624 539-624 8.5e-14 5.4e-10
P32873 PH 33.5 635-741 635-741 7.6e-12 4.9e-08
P32873 RhoGAP 131.3 927-1097 927-1097 4.2e-42 2.7e-38
P39101 DnaJ 88 6-68 6-68 3.6e-29 3.4e-25
P39101 DnaJ-X 206.2 176-376 176-376 4.3e-65 4.1e-61
Q06702 Polysacc_deac_1 90.9 104-222 104-222 3.3e-30 6.3e-26
P22137 Clathrin_propel 26.9 151-190 151-190 8.8e-10 4.2e-06
P22137 Clathrin-link 24.2 338-360 338-360 3.4e-09 1.6e-05
P22137 Clathrin_H_link 90.7 362-425 362-425 9.7e-30 4.6e-26
P22137 Clathrin 67.8 543-684 543-684 2e-22 9.7e-19
P22137 Clathrin 80.8 692-833 692-833 2e-26 9.4e-23
P22137 Clathrin 100.6 839-976 839-976 1.5e-32 7.2e-29
P22137 Clathrin 117.5 985-1128 985-1128 9.2e-38 4.4e-34
P22137 Clathrin 105.2 1134-1274 1134-1274 5.5e-34 2.6e-30
P22137 Clathrin 108.4 1280-1425 1280-1425 6e-35 2.9e-31
P22137 Clathrin 100.3 1429-1570 1429-1570 1.8e-32 8.8e-29
P53088 ATP_bind_3 60.7 69-263 69-263 1.6e-20 1.5e-16
P53088 zn-ribbon_14 58.2 306-337 306-337 4.4e-20 4.2e-16
P69851 DASH_Dad4 113.6 1-71 1-71 1.8e-37 3.4e-33
P24783 DEAD 161.2 137-308 137-308 2.2e-51 2.2e-47
P24783 Helicase_C 110.5 343-455 343-455 5.7e-36 5.5e-32
P40318 RINGv 58.5 39-93 39-93 3e-20 5.7e-16
Q12015 DUF2407 84.1 24-125 24-125 9.4e-28 9e-24
Q12015 DUF2407_C 154.5 153-290 153-290 2.1e-49 2e-45
P39009 FHA 64.2 56-128 56-128 2.8e-21 1.1e-17
P39009 Pkinase 241 200-480 200-480 3.8e-75 1.5e-71
P25615 HHH_8 52.6 187-254 187-254 7e-18 4.5e-14
P25615 DNA_pol_B_palm 46.9 326-507 326-507 4.5e-16 2.9e-12
P25615 DNA_pol_B_thumb 60.4 514-574 514-574 2.3e-20 1.4e-16
P47163 Methyltransf_16 80.8 113-296 113-296 5.2e-27 1e-22
P22140 CDP-OH_P_transf 56.9 46-121 46-121 1.5e-19 2.9e-15
P39012 Gaa1 444.8 116-487,523-596 116-487,523-596 2.6e-137 5.1e-133
Q08905 Ferric_reduct 89 280-397 280-397 4.2e-29 2.7e-25
Q08905 FAD_binding_8 96.1 430-532 430-532 2e-31 1.3e-27
Q08905 NAD_binding_6 104.2 537-691 537-691 1.1e-33 7.3e-30
P17649 Aminotran_3 343.5 37-468 37-468 7.5e-107 1.4e-102
P53178 Glyco_tran_28_C 139.1 8-200 8-200 7.4e-45 1.4e-40
P39988 Phos_pyr_kin 41.8 55-268 55-268 8.6e-15 8.3e-11
P43573 Prefoldin 76.9 8-126 8-126 1.3e-25 1.2e-21
P43573 DUF3835 63.9 711-790 711-790 2.1e-21 2e-17
P38346 HbrB 116.7 323-483 323-483 6e-38 1.1e-33
P23293 Pkinase 268.7 60-366 60-366 5.6e-84 5.4e-80
P12630 Asp 300.5 44-395 44-395 1.8e-93 1.7e-89
Q07442 Bromodomain 59.5 142-227 142-227 2.9e-20 2.8e-16
Q07442 Bromodomain 68.2 326-414 326-414 5.3e-23 5.1e-19
Q07442 BET 35.9 518-581 518-581 6.9e-13 6.6e-09
P36130 Caf4 93.7 65-124 65-124 1.2e-30 5.6e-27
P36130 WD40 16.5 309-348 309-348 2.6e-06 0.012
P36130 WD40 19.9 352-391 352-391 2.2e-07 0.001
P36130 WD40 16.4 414-450 414-450 2.7e-06 0.013
P36130 WD40 29.5 519-555 519-555 2e-10 9.5e-07
P09119 AAA_22 43.5 97-129,163-267 97-129,163-267 8e-15 3.9e-11
P09119 Cdc6_C 26.2 418-498 418-498 1.2e-09 6e-06
P00546 Pkinase 238.2 8-295 8-295 1.1e-74 1.1e-70
P40086 COX15-CtaA 385 87-443 87-443 1.4e-119 2.7e-115
P47081 COX16 104 35-112 35-112 2.3e-34 4.5e-30
P43550 Dak1 366 18-343 18-343 1.4e-113 1.3e-109
P43550 Dak2 154.2 410-587 410-587 3.5e-49 3.4e-45
P36120 DEAD 139.3 168-361 168-361 2.3e-44 1.1e-40
P36120 Helicase_C 59.2 414-558 414-558 9.7e-20 4.6e-16
P36120 DUF4217 71.2 639-701 639-701 1.3e-23 6.4e-20
P06634 DEAD 169.8 166-351 166-351 5e-54 4.8e-50
P06634 Helicase_C 110.2 385-494 385-494 7e-36 6.7e-32
Q05031 Glyco_hydro_76 516.9 36-403 36-403 2.1e-159 4.1e-155
P39708 ELFV_dehydrog_N 165.3 40-168 40-168 6.1e-53 5.8e-49
P39708 ELFV_dehydrog 278.6 185-454 185-454 5.3e-87 5.1e-83
P43616 Peptidase_M20 103.8 98-212,378-474 98-212,378-474 1.1e-33 1.1e-29
P43616 M20_dimer 42.5 213-263,310-374 213-263,310-374 5.5e-15 5.3e-11
P38073 Zn_clus 35.8 54-95 54-95 3.6e-13 6.9e-09
P53753 Glyco_hydro_81 317.4 419-744 419-744 1.1e-98 1e-94
P53753 Glyco_hydro81C 486.2 752-1106 752-1106 6.5e-150 6.2e-146
P17214 EST1 67.5 81-209 81-209 1.7e-22 1.7e-18
P17214 EST1_DNA_bind 112.3 224-508 224-508 3.1e-36 3e-32
P06774 CBFB_NFYA 93.9 159-214 159-214 3.7e-31 7.2e-27
P00330 ADH_N 100.2 31-140 31-140 9.3e-33 6e-29
P00330 ADH_zinc_N 86.7 182-311 182-311 2e-28 1.3e-24
Q08957 AFT 71.8 51-100 51-95 3e-24 5.8e-20
Q08957 AFT 55.3 91-137 96-137 4e-19 7.8e-15
P07246 ADH_N 101.8 58-167 58-167 2e-33 2e-29
P07246 ADH_zinc_N 85 209-338 209-338 4.9e-28 4.7e-24
P40529 ArfGap 127.6 8-126 8-126 1.3e-41 2.5e-37
P43548 AA_permease 438.9 57-511 57-511 2.2e-135 2.1e-131
P25613 Gpr1_Fun34_YaaH 320.1 71-277 71-277 3.2e-100 6.1e-96
P50077 Ion_trans 122.9 479-586,631-724 479-586,631-724 7e-40 1.3e-35
P50077 Ion_trans 57.4 769-1010 769-1010 7e-20 1.3e-15
P50077 Ion_trans 116.1 1209-1484 1209-1484 8.2e-38 1.6e-33
P50077 Ion_trans 79.7 1529-1778 1529-1778 1.1e-26 2.1e-22
P40986 Metallophos 38.9 88-318 88-318 7.1e-14 1.4e-09
P48562 PH 48.5 62-179 62-179 2.3e-16 1.1e-12
P48562 PBD 81.9 183-241 183-241 6.9e-27 3.3e-23
P48562 Pkinase 211.4 581-825 581-825 3.3e-66 1.6e-62
P00424 COX4 117 23-152 23-152 3.4e-38 6.6e-34
P38909 FAD_binding_6 23.5 96-183 96-183 2.9e-09 5.6e-05
Q02554 DUF382 171.6 142-275 142-275 8.1e-55 7.8e-51
Q02554 PSP 78.1 290-335 290-335 3.5e-26 3.3e-22
Q12396 Lectin_leg-like 104.7 52-270 52-270 2.5e-34 4.8e-30
P36141 DUF1687 95.9 4-121 4-121 1.4e-31 2.6e-27
Q06205 NPL 86.6 9-42,82-164 9-42,82-164 1.9e-28 1.9e-24
Q06205 FKBP_C 102.6 300-389 300-389 1.2e-33 1.2e-29
P28240 ICL 1017.4 22-550 22-550 0 0
P48016 Glyco_hydro_65N 91.5 135-414 135-414 1e-29 6.5e-26
P48016 Glyco_hydro_65m 105.5 474-703 474-703 4.7e-34 3e-30
P48016 Glyco_hydro_65C 23.9 853-902 853-902 4.7e-09 3e-05
P53946 Actin 109.5 34-361 34-361 7.7e-36 1.5e-31
P53946 Actin 70.6 457-746 457-746 5.1e-24 9.8e-20
P53244 Arrestin_C 70.1 332-475 332-475 2.8e-23 2.7e-19
P53722 Peptidase_M76 238.3 47-223 47-223 2.2e-75 4.3e-71
P40416 ABC_membrane 161.5 111-389 111-389 3.5e-51 3.4e-47
P40416 ABC_tran 120.6 452-601 452-601 7.4e-39 7.1e-35
P18496 ATP-synt_10 285.1 24-279 24-279 2.3e-89 4.3e-85
Q06631 AATF-Che1 85.1 172-300 172-300 7.8e-28 7.5e-24
Q06631 TRAUB 85.4 414-498 414-498 3.1e-28 2.9e-24
P25337 G10 213.8 1-155 1-155 8.7e-68 8.3e-64
P43571 PGAP1 327.9 132-370 132-370 1.9e-102 3.7e-98
P32468 Septin 402.5 31-321 31-321 9.5e-125 9.1e-121
P06101 CDC37_N 145.5 2-127 2-127 2.7e-46 1.7e-42
P06101 CDC37_M 136.5 240-365 240-365 6.2e-44 3.9e-40
P06101 CDC37_C 86.1 389-482 389-482 2.4e-28 1.5e-24
P40558 ParA 323.3 15-272 15-272 2.1e-100 9.8e-97
P38273 Intu_longin_1 95 3-124 3-124 1.7e-31 3.2e-27
Q06697 CDC73_C 189.6 234-386 234-386 1.6e-60 3e-56
Q3E7A9 MTCP1 92.1 4-65 4-65 1e-30 2e-26
P0CH63 HD 25.9 52-163 52-163 5.1e-10 9.8e-06
P36037 WD40 20.3 3-40 3-40 1.2e-07 0.00076
P36037 WD40 22.8 89-125 89-125 2e-08 0.00013
P36037 WD40 16.2 127-166 127-166 2.4e-06 0.016
P36037 WD40 35.7 210-247 210-247 1.7e-12 1.1e-08
P36037 PFU 138.9 332-443 332-443 1.3e-44 8e-41
P36037 PUL 142 467-713 467-713 3.3e-45 2.1e-41
P21623 DIT1_PvcA 333.6 205-511 205-511 5.4e-104 1e-99
P39112 RNB 244.1 522-854 522-854 1.2e-76 2.3e-72
Q04651 ERGIC_N 88.8 4-93 4-93 2.4e-29 2.3e-25
Q04651 COPIIcoated_ERV 106 146-320 146-320 2.9e-34 2.8e-30
Q03096 TPP1 108.3 20-146 20-146 1.1e-35 2e-31
P32474 Thioredoxin 75.2 34-138 34-138 3.6e-25 3.4e-21
P32474 Thioredoxin_6 57.8 171-337 171-337 1.3e-19 1.3e-15
P32474 Thioredoxin 56.4 376-484 376-484 2.6e-19 2.5e-15
Q12168 Glyco_hydro_81 321.3 96-412 96-412 7e-100 6.7e-96
Q12168 Glyco_hydro81C 502.6 419-772 419-772 6.7e-155 6.5e-151
P39970 bZIP_1 67.4 382-445 382-445 9.5e-23 9.1e-19
Q08361 Aldo_ket_red 49.7 1-119 1-119 1.4e-17 2.7e-13
P40994 Arf 244.4 5-178 5-178 1.6e-76 5e-73
P38013 Redoxin 111.9 4-173 4-173 2.2e-36 2.1e-32
P38281 Suc_Fer-like 158.5 70-309 70-309 9.7e-51 1.9e-46
P43636 Glyco_transf_4 61.6 18-198 18-198 1.5e-20 9.6e-17
P43636 Glycos_transf_1 201 203-412 203-412 1.6e-63 1e-59
P39981 Aa_trans 333.2 65-467 65-467 1e-103 2e-99
P38822 FCH 68 14-105 14-105 1.4e-22 6.9e-19
P38822 SH3_1 43.4 499-547 499-547 4.2e-15 2e-11
P38822 SH3_9 49.4 584-633 584-633 6.9e-17 3.3e-13
Q3E793 BolA 93.1 28-104 28-104 5.5e-31 1e-26
P43569 ABC_tran 61.2 24-177 24-177 1.7e-20 1.6e-16
P06787 EF-hand_7 54.2 10-74 10-74 6.5e-18 1.6e-14
P06787 EF-hand_7 39 83-146 83-146 3.6e-13 8.6e-10
Q03941 CoaE 240.1 2-188 2-188 6.8e-76 1.3e-71
P27636 Pkinase 250.8 25-272 25-272 1.6e-78 1.5e-74
Q3E829 CENP-X 66 4-80 4-80 1.6e-22 3e-18
Q02884 PAXNEB 303.9 69-456 69-456 9e-95 1.7e-90
Q06001 FHA 65.8 117-192 117-192 1.9e-22 3.6e-18
